1.000000000000000000e+00,5.262832641601562500e-01
0.000000000000000000e+00,1.206772327423095703e-01
1.000000000000000000e+00,1.146948337554931641e-01
0.000000000000000000e+00,1.166882514953613281e-01
1.000000000000000000e+00,1.246664524078369141e-01
1.000000000000000000e+00,1.246659755706787109e-01
0.000000000000000000e+00,1.197168827056884766e-01
1.000000000000000000e+00,1.156513690948486328e-01
0.000000000000000000e+00,1.177198886871337891e-01
1.000000000000000000e+00,1.166887283325195312e-01
1.000000000000000000e+00,1.126992702484130859e-01
1.000000000000000000e+00,1.236705780029296875e-01
1.000000000000000000e+00,1.156899929046630859e-01
1.000000000000000000e+00,1.156914234161376953e-01
1.000000000000000000e+00,1.186845302581787109e-01
1.000000000000000000e+00,1.176848411560058594e-01
1.000000000000000000e+00,1.186842918395996094e-01
1.000000000000000000e+00,1.136946678161621094e-01
1.000000000000000000e+00,1.256647109985351562e-01
0.000000000000000000e+00,1.196820735931396484e-01
1.000000000000000000e+00,1.226699352264404297e-01
0.000000000000000000e+00,1.087090969085693359e-01
0.000000000000000000e+00,1.136977672576904297e-01
1.000000000000000000e+00,1.166875362396240234e-01
0.000000000000000000e+00,1.166875362396240234e-01
1.000000000000000000e+00,1.176848411560058594e-01
0.000000000000000000e+00,1.176841259002685547e-01
1.000000000000000000e+00,1.156885623931884766e-01
1.000000000000000000e+00,1.166503429412841797e-01
1.000000000000000000e+00,1.187179088592529297e-01
1.000000000000000000e+00,1.207125186920166016e-01
1.000000000000000000e+00,1.147229671478271484e-01
0.000000000000000000e+00,1.136970520019531250e-01
1.000000000000000000e+00,1.226375102996826172e-01
1.000000000000000000e+00,1.236689090728759766e-01
1.000000000000000000e+00,1.097097396850585938e-01
1.000000000000000000e+00,1.256308555603027344e-01
1.000000000000000000e+00,1.316506862640380859e-01
1.000000000000000000e+00,1.226747035980224609e-01
1.000000000000000000e+00,1.336426734924316406e-01
0.000000000000000000e+00,1.166901588439941406e-01
0.000000000000000000e+00,1.167230606079101562e-01
0.000000000000000000e+00,1.157228946685791016e-01
1.000000000000000000e+00,1.196782588958740234e-01
1.000000000000000000e+00,1.495990753173828125e-01
0.000000000000000000e+00,1.136960983276367188e-01
1.000000000000000000e+00,1.127009391784667969e-01
1.000000000000000000e+00,1.136953830718994141e-01
0.000000000000000000e+00,1.107051372528076172e-01
0.000000000000000000e+00,1.146953105926513672e-01
1.000000000000000000e+00,1.166877746582031250e-01
0.000000000000000000e+00,1.216723918914794922e-01
0.000000000000000000e+00,1.117031574249267578e-01
0.000000000000000000e+00,1.206784248352050781e-01
1.000000000000000000e+00,1.156888008117675781e-01
0.000000000000000000e+00,1.136968135833740234e-01
1.000000000000000000e+00,1.156919002532958984e-01
0.000000000000000000e+00,1.146953105926513672e-01
0.000000000000000000e+00,1.087102890014648438e-01
0.000000000000000000e+00,1.117022037506103516e-01
1.000000000000000000e+00,1.166863441467285156e-01
1.000000000000000000e+00,1.097064018249511719e-01
1.000000000000000000e+00,1.166877746582031250e-01
1.000000000000000000e+00,1.176855564117431641e-01
1.000000000000000000e+00,1.237046718597412109e-01
1.000000000000000000e+00,1.695446968078613281e-01
0.000000000000000000e+00,1.805160045623779297e-01
0.000000000000000000e+00,1.795225143432617188e-01
1.000000000000000000e+00,1.904902458190917969e-01
1.000000000000000000e+00,1.964752674102783203e-01
1.000000000000000000e+00,1.904892921447753906e-01
0.000000000000000000e+00,1.934809684753417969e-01
0.000000000000000000e+00,1.785223484039306641e-01
0.000000000000000000e+00,1.845054626464843750e-01
0.000000000000000000e+00,1.814770698547363281e-01
0.000000000000000000e+00,1.865000724792480469e-01
0.000000000000000000e+00,1.785211563110351562e-01
1.000000000000000000e+00,1.775228977203369141e-01
1.000000000000000000e+00,1.765294075012207031e-01
